year_label,quarter,state_ut_code,state,sector_ru,employed_weighted,gig_employed_weighted,non_gig_employed_weighted,vulnerable_employment_share,gig_vulnerable_employment_share,non_gig_vulnerable_employment_share,gig_employment_share_principal,gig_occupation_code_share,gig_industry_code_share,gig_workplace_location_code_share,gig_enterprise_type_code_share,gig_num_workers_enterprise_share,gig_transport_w,gig_delivery_food_w,gig_personal_other_w,gig_transport_share_within_gig,gig_delivery_food_share_within_gig,gig_personal_other_share_within_gig,gig_occupation_code_cws_share,gig_volatility_wedge_occ,cws_vulnerability_rate,gig_no_written_contract_share,gig_no_socsec_share,gig_no_paid_leave_share,gig_precarity_index,non_gig_no_written_contract_share,non_gig_no_socsec_share,non_gig_no_paid_leave_share,non_gig_precarity_index,gig_male_share_within_gig,gig_female_share_within_gig,gig_age_15_24_share_within_gig,gig_age_25_34_share_within_gig,gig_age_35_44_share_within_gig,gig_age_45_54_share_within_gig,gig_age_55p_share_within_gig,gig_age_15_34_share_within_gig,gig_edu_no_schooling_share_within_gig,gig_edu_primary_share_within_gig,gig_edu_secondary_share_within_gig,gig_edu_tertiary_share_within_gig,gig_edu_secondary_tertiary_share_within_gig,gig_tech_none_share_within_gig,gig_tech_any_share_within_gig,gig_tech_degree_share_within_gig,gig_tech_dip_below_grad_share_within_gig,gig_tech_dip_gradplus_share_within_gig,non_gig_male_share_within_non_gig,non_gig_female_share_within_non_gig,non_gig_age_15_24_share_within_non_gig,non_gig_age_25_34_share_within_non_gig,non_gig_age_35_44_share_within_non_gig,non_gig_age_45_54_share_within_non_gig,non_gig_age_55p_share_within_non_gig,non_gig_edu_no_schooling_share_within_non_gig,non_gig_edu_primary_share_within_non_gig,non_gig_edu_secondary_share_within_non_gig,non_gig_edu_tertiary_share_within_non_gig,non_gig_tech_none_share_within_non_gig,non_gig_tech_any_share_within_non_gig,non_gig_tech_degree_share_within_non_gig,non_gig_tech_dip_below_grad_share_within_non_gig,non_gig_tech_dip_gradplus_share_within_non_gig,gig_div47_share_within_gig,gig_div49_share_within_gig,gig_div53_share_within_gig,gig_div56_share_within_gig,gig_div82_share_within_gig,gig_div95_share_within_gig,gig_div96_share_within_gig,employment_rate_lf_15_64,unemployment_rate_15_64
2022_23,Q1,1,Jammu & Kashmir,rural,634335540.0,474853801.0,159481739.0,0.5785097237339091,0.7474191261659502,0.07558523675240336,0.7485845756017391,0.26252212669654296,0.18341573294159114,0.03882271203029236,0.8512532089877859,0.787899639045922,18963847.0,70768083.0,5758350.0,0.03993618027288361,0.14903130784879198,0.012126574511720082,0.26220925757998675,0.00031286911655620253,0.0022897897223289744,0.21636703504032812,0.2115484508883609,0.21568890421496278,0.21453479671455059,0.39203746706072723,0.4387472787715213,0.38943541993857994,0.40674005525694285,0.7699627321715384,0.2300372678284616,0.1115577339560982,0.19932343133965985,0.3127037199392661,0.21935082499213268,0.15706428977284315,0.31088116529575804,0.2778650833627843,0.1566510678515133,0.533226543552507,0.032257305233195345,0.5654838487857023,0.9906949254892876,0.009305074510712403,0.009305074510712403,0.0,0.0,0.8106558456827462,0.18934415431725385,0.07792132239039605,0.3727682139207173,0.3111253821981462,0.1555324901492327,0.08265259134150776,0.0882579729081083,0.05604103677349543,0.5937847153773511,0.26191627494104514,0.897396453646646,0.10260354635335397,0.09776633423842965,0.0008517150668892568,0.0039854970480350735,0.13637038150190567,0.03993618027288361,0.0,0.012660926346886292,0.0015145208872404078,0.0004965507267783248,0.01011550289770135,0.9331756399028704,0.0668243600971296
2022_23,Q1,1,Jammu & Kashmir,urban,133565345.0,77943984.0,55621361.0,0.4224046289851608,0.7134487505796471,0.014555235352835037,0.583564426835419,0.34084988138203065,0.3295921707835217,0.0641170282605866,0.7374967211741938,0.6931650646355909,7350708.0,24680909.0,3178222.0,0.09430757350047696,0.3166493131785514,0.040775719136963796,0.35278584426222237,0.01193596288019172,0.0,0.18207670780595459,0.18207670780595459,0.18207670780595459,0.18207670780595456,0.5498447979365337,0.4937791256132693,0.4826598184104125,0.5087612473200719,0.8890500644668099,0.11094993553319009,0.07217932303793965,0.3205325121692522,0.2294003216463762,0.21645977193057003,0.15793910406221986,0.3927118352071919,0.17942747191367586,0.09860577565550152,0.5651796680036268,0.15678708442719583,0.7219667524308226,0.9681182963395867,0.03188170366041335,0.0176207184893192,0.0,0.014260985171094155,0.8044552883198957,0.19554471168010434,0.06809407270706662,0.31009581013308896,0.2712766773182699,0.22778344096973824,0.12274999887183631,0.0634161217306423,0.03740181762183058,0.5044885543163894,0.39469350633113776,0.8799361274169469,0.12006387258305312,0.08636971324739788,0.0,0.033694159335655234,0.2834367691546278,0.09430757350047696,0.0,0.033212544023923644,0.008128209099498943,0.00719788713905104,0.025449622898413814,0.8875362261000916,0.11246377389990837
2022_23,Q1,2,Himachal Pradesh,rural,661368391.0,500344164.0,161024227.0,0.7028825512769328,0.8740159303626853,0.17112662183436533,0.7565286923426614,0.11959486736341471,0.09985594246520318,0.031279226950536254,0.844317614205424,0.8176112683316914,16728719.0,31892725.0,1890537.0,0.03343442414969389,0.06374157488923964,0.00377847317111907,0.12518078596834545,0.00558591860493074,0.008499157317604554,0.10716983600112502,0.10767435472675964,0.10706417872798453,0.10730278981862307,0.2857934228741865,0.2983852237340658,0.4012329834069006,0.3284705433383843,0.5172811309137204,0.4827188690862796,0.07497634568192944,0.2333736643723499,0.2066787232477843,0.1971495524428661,0.28782171425507025,0.30835001005427937,0.15375415071294807,0.2711723065086055,0.47705499169167886,0.09801855108676755,0.5750735427784464,0.9418653377158207,0.05813466228417925,0.011118792623710906,0.03062910113207596,0.01638676852839239,0.5879212449192506,0.4120787550807494,0.10296159968524488,0.2633168734292387,0.195485962494327,0.29487580772550454,0.14335975666568485,0.0842019878164048,0.12986699821263542,0.50398827873274,0.2819427352382198,0.7331886275721727,0.26681137242782726,0.03426729072265629,0.1507687411534663,0.08177534055170468,0.046339187439787946,0.03343442414969389,0.0,0.017402387449451693,0.00047920814761416905,0.0028397613127751,0.0004595037107298008,0.9511538185916296,0.04884618140837038
2022_23,Q1,2,Himachal Pradesh,urban,54229630.0,25589663.0,28639967.0,0.3177655278120098,0.6522980783295192,0.018862416985326834,0.471876038984592,0.2296133313098393,0.19497654695412822,0.09401817788541061,0.6162256685136889,0.5878477872705382,0.0,5233834.0,0.0,0.0,0.20452922728994125,0.0,0.2296133313098393,0.0,0.0,0.1857989689039672,0.1857989689039672,0.1857989689039672,0.1857989689039672,0.5108527185104648,0.4556288071141981,0.522181118434948,0.4962208813532036,0.7591312945387362,0.2408687054612638,0.12562963412218442,0.11458951217919516,0.27225669208695713,0.2499177109131918,0.2376064506984715,0.24021914630137958,0.15878817943010817,0.10730575076350166,0.43339863444078963,0.30050743536560054,0.7339060698063902,0.9187752492090263,0.08122475079097369,0.08122475079097369,0.0,0.0,0.5913347595686824,0.4086652404313175,0.08934902054880162,0.275881148885402,0.2863280184645464,0.27455338897562276,0.07388842312562721,0.08856522076299879,0.029136765415965736,0.5475712664054396,0.3347267474155958,0.7655681307174691,0.23443186928253096,0.058304257124318616,0.08075763495118553,0.09536997720702681,0.20452922728994125,0.0,0.0,0.0,0.0,0.0,0.0,0.9005178325506125,0.09948216744938754
2022_23,Q1,3,Punjab,rural,1181713025.0,861382296.0,320330729.0,0.4796979165055746,0.6511351168982001,0.018696345551038284,0.7289268018349887,0.20498637137387904,0.14974855591525701,0.047827446092506255,0.8804895342505005,0.7946178548721675,12499269.0,76697044.0,26947319.0,0.014510710352468169,0.08903949425958482,0.03128380873990008,0.19953451896665014,0.0054518524072288965,0.010764009307589717,0.2687152755226815,0.2678822946228744,0.26652192071521286,0.26770649695358956,0.8248325311306616,0.6714285909173577,0.5461250206813596,0.680795380909793,0.7820484042082053,0.21795159579179463,0.09797012591491665,0.21201145513211245,0.27122172127856226,0.23822061116519627,0.1805760865092124,0.3099815810470291,0.20949823305864648,0.18641599757234853,0.5569332005402627,0.04715256882874221,0.6040857693690049,0.9548686034290168,0.04513139657098316,0.004801892283144859,0.032590453890638124,0.007739050397200176,0.7486650429968584,0.25133495700314157,0.1963658878321349,0.2565327786582723,0.25954481251157147,0.17598882934518592,0.11156769165283546,0.11452376459331193,0.17429883537648366,0.5859021380368413,0.1252752619933631,0.9371863446794079,0.06281365532059212,0.012600779864612988,0.05021287545597913,0.0,0.07100673450572056,0.014510710352468169,0.0,0.018032759753864272,0.0004584944476267713,0.011746694872865138,0.019078619419408173,0.9346601988153455,0.06533980118465456
2022_23,Q1,3,Punjab,urban,666758743.0,318873213.0,347885530.0,0.30757065303304165,0.6371584181955102,0.0054692415634533574,0.4782437671012287,0.3489406587353891,0.3477889992962567,0.07800281817976851,0.827068035911754,0.6162846161583816,23366843.0,106234028.0,25239767.0,0.0732794165435276,0.33315444405171785,0.07915298611175596,0.3405500840954102,0.008390574639978887,0.004332021185060036,0.23765057367800912,0.23765057367800912,0.23765057367800912,0.23765057367800912,0.8258911631075889,0.6962606722964304,0.629176755353981,0.7171095302526668,0.8787856570441995,0.12121434295580043,0.08324309135367855,0.22538080048762202,0.3174042060409759,0.1810719139961123,0.18876995478450553,0.30862389184130057,0.16049422439256444,0.13693225150273128,0.534120531472802,0.16845299263190225,0.7025735241047043,0.9745225102994148,0.025477489700585165,0.009568549114848352,0.0059309121083181105,0.009978028477418703,0.6990437716682266,0.3009562283317734,0.1836303424290168,0.3257580244858129,0.22728413854982701,0.18916911261011632,0.0710101653265084,0.12526168305994215,0.1417935922773218,0.4877602813776129,0.24518444328512312,0.9257116960282884,0.07428830397171161,0.02287296628865248,0.022854014652463412,0.028561323030595723,0.2938928771041047,0.0732794165435276,0.002706781143137288,0.03655478580447584,0.0,0.03289005338933879,0.04626293272241717,0.922746869309119,0.077253130690881
2022_23,Q1,4,Chandigarh,rural,3581785.0,1105655.0,2476130.0,0.19596095243014308,0.6348182751400754,0.0,0.30868826576692904,0.4393859486261738,0.41417058812854485,0.0,0.9482570841075051,0.8652515435739443,0.0,683295.0,0.0,0.0,0.6180001899326644,0.0,0.4393859486261738,0.0,0.0,0.3651817248599247,0.3651817248599247,0.3651817248599247,0.3651817248599247,0.7058918554357001,0.7809044759362392,0.4924083145876832,0.6597348819865408,0.9913137461504719,0.008686253849528107,0.0,0.5645911247179274,0.0,0.4354088752820726,0.0,0.5645911247179274,0.0,0.3651817248599247,0.6348182751400754,0.0,0.6348182751400754,1.0,0.0,0.0,0.0,0.0,0.6926889945196738,0.30731100548032614,0.3117679604867273,0.4575834063639631,0.07484744338948278,0.15580118975982682,0.0,0.0,0.19367884561796028,0.6620730737077617,0.144248080674278,0.855751919325722,0.144248080674278,0.144248080674278,0.0,0.0,0.6180001899326644,0.0,0.0,0.0,0.0,0.0,0.0,0.9093220498192164,0.09067795018078367
2022_23,Q1,4,Chandigarh,urban,57745895.0,23243601.0,34502294.0,0.24616071843721532,0.6115563160802838,0.0,0.40251520908975436,0.2585967192992679,0.20861176365869816,0.0029890263195331895,0.7430589654901011,0.4314196186586077,582653.0,5959691.0,771905.0,0.025067243238257274,0.256401363971099,0.03320935512530954,0.27205171900097835,0.013454999701710435,0.0,0.1842432246191113,0.1842432246191113,0.1842432246191113,0.18424322461911133,0.6276481500041707,0.6199960791012911,0.683786938920641,0.6438103893420343,0.8547633389507934,0.14523666104920663,0.0010608511133881535,0.3014755760090702,0.2521953031288052,0.27221754494925293,0.17305072479948352,0.3025364271224584,0.09280528434471061,0.08706839357636538,0.2370263110264197,0.5831000110525043,0.820126322078924,0.87988220930139,0.12011779069860991,0.12011779069860991,0.0,0.0,0.689134496390298,0.310865503609702,0.073988297705654,0.3210082204968748,0.35550653530458004,0.16786098338852484,0.08163596310436634,0.05413161803096339,0.15981812687585353,0.3750059343880149,0.41104432070516816,0.8965344739106333,0.1034655260893667,0.029454737125595185,0.0,0.07401078896377151,0.20098314370479858,0.025067243238257274,0.0,0.05541822026630039,0.0,0.007425871748529843,0.0257834833767797,0.9444717232156374,0.05552827678436253
2022_23,Q1,5,Uttarakhand,rural,498349089.0,383751794.0,114597295.0,0.6575854360596614,0.8428207191651591,0.037288314702367105,0.770046143296953,0.11542487840285788,0.11010753347639811,0.02268506203690482,0.8891970142640313,0.8112442701786499,8476775.0,31996039.0,0.0,0.022089212695641496,0.08337691054546575,0.0,0.11542487840285788,0.0,0.010951794877265242,0.1400520540628404,0.1400520540628404,0.1400520540628404,0.1400520540628404,0.5289783148895443,0.4499581861858083,0.5010240163173136,0.49332017246422205,0.679077922434416,0.32092207756558394,0.08452468368134847,0.18095950321472634,0.19754089801075952,0.29343699954142755,0.24353791555173812,0.2654841868960748,0.14222263674941935,0.15932914179418795,0.6024525659937371,0.09599565546265564,0.6984482214563927,0.9965387601549558,0.003461239845044216,0.0,0.0,0.003461239845044216,0.7452821028628992,0.25471789713710086,0.2135580076301103,0.16952262267621587,0.3308164385555523,0.25600144401314184,0.030101487124979696,0.030416389845851075,0.11829397892856022,0.45218818646635595,0.39910144475923276,0.8639221283539023,0.13607787164609775,0.12334662000529768,0.0,0.012731251640800073,0.05278795126622913,0.022089212695641496,0.0,0.03058895927923662,0.0,0.0,0.0,0.9638712601070213,0.03612873989297867
2022_23,Q1,5,Uttarakhand,urban,157211360.0,83563719.0,73647641.0,0.4586580384521831,0.8628894795838371,0.0,0.5315374092559214,0.2767334052704588,0.2218049319082285,0.03410901731274381,0.7312110587937156,0.6237799736609365,3591124.0,18191451.0,2075844.0,0.04297467899914794,0.21769556474622676,0.024841450630027608,0.27437213824751594,0.00236126702294287,0.0034413670869586016,0.09983996762997109,0.09768025044457392,0.09983996762997109,0.09912006190150537,0.4725340218297012,0.4255615872340025,0.474668740577855,0.4575881165471863,0.9392117289561993,0.06078827104380072,0.04986617457751013,0.29787549307134115,0.3709568144041076,0.16966619209468167,0.11163532585235944,0.3477416676488513,0.15717894269401772,0.17146212700274865,0.4451556901147494,0.2262032401884842,0.6713589303032337,0.9612516527657177,0.03874834723428238,0.005999206425937075,0.006479151556191509,0.026269989252153795,0.7996000442159444,0.2003999557840556,0.18695266831425056,0.3005460826640734,0.22838727448174478,0.24161372663653952,0.042500247903391776,0.010860225652034122,0.1014565965527667,0.5172615780049221,0.37042159979027706,0.8334419428315429,0.16655805716845704,0.0186103992115647,0.08389443186645992,0.06405322609043242,0.2015584059871725,0.04297467899914794,0.0,0.016137158759054273,0.008842796955937302,0.0021597171853971696,0.013838936488693138,0.9308247628713441,0.06917523712865595
