year_label,quarter,state,region,employed_weighted,gig_employed_weighted,non_gig_employed_weighted,vulnerable_employment_share,gig_vulnerable_employment_share,non_gig_vulnerable_employment_share,gig_employment_share_principal,gig_occupation_code_share,gig_industry_code_share,gig_workplace_location_code_share,gig_enterprise_type_code_share,gig_num_workers_enterprise_share,gig_transport_w,gig_delivery_food_w,gig_personal_other_w,gig_transport_share_within_gig,gig_delivery_food_share_within_gig,gig_personal_other_share_within_gig,gig_occupation_code_cws_share,gig_volatility_wedge_occ,cws_vulnerability_rate,gig_no_written_contract_share,gig_no_socsec_share,gig_no_paid_leave_share,gig_precarity_index,non_gig_no_written_contract_share,non_gig_no_socsec_share,non_gig_no_paid_leave_share,non_gig_precarity_index,gig_male_share_within_gig,gig_female_share_within_gig,gig_age_15_24_share_within_gig,gig_age_25_34_share_within_gig,gig_age_35_44_share_within_gig,gig_age_45_54_share_within_gig,gig_age_55p_share_within_gig,gig_age_15_34_share_within_gig,gig_edu_no_schooling_share_within_gig,gig_edu_primary_share_within_gig,gig_edu_secondary_share_within_gig,gig_edu_tertiary_share_within_gig,gig_edu_secondary_tertiary_share_within_gig,gig_tech_none_share_within_gig,gig_tech_any_share_within_gig,gig_tech_degree_share_within_gig,gig_tech_dip_below_grad_share_within_gig,gig_tech_dip_gradplus_share_within_gig,non_gig_male_share_within_non_gig,non_gig_female_share_within_non_gig,non_gig_age_15_24_share_within_non_gig,non_gig_age_25_34_share_within_non_gig,non_gig_age_35_44_share_within_non_gig,non_gig_age_45_54_share_within_non_gig,non_gig_age_55p_share_within_non_gig,non_gig_edu_no_schooling_share_within_non_gig,non_gig_edu_primary_share_within_non_gig,non_gig_edu_secondary_share_within_non_gig,non_gig_edu_tertiary_share_within_non_gig,non_gig_tech_none_share_within_non_gig,non_gig_tech_any_share_within_non_gig,non_gig_tech_degree_share_within_non_gig,non_gig_tech_dip_below_grad_share_within_non_gig,non_gig_tech_dip_gradplus_share_within_non_gig,gig_div47_share_within_gig,gig_div49_share_within_gig,gig_div53_share_within_gig,gig_div56_share_within_gig,gig_div82_share_within_gig,gig_div95_share_within_gig,gig_div96_share_within_gig,employment_rate_lf_15_64,unemployment_rate_15_64
2018_19,Q1,Jammu & Kashmir,rural,482245211.0,229018381.0,253226830.0,0.5034568502951914,0.6003270715637449,0.4158474084282459,0.4749002701864052,0.2408882729164105,0.2026112541322883,0.0344324974540804,0.5620531854281079,0.555172779103036,23404332.0,43601270.0,6426174.0,0.1021941203924588,0.1903832775763094,0.0280596429506677,0.2461173595770555,0.0052290866606449,0.0046744103385196,0.3883785991832681,0.3834053695454252,0.388185758766673,0.3866565758317888,0.2470846078987759,0.2719502313400203,0.2033038560724391,0.2407795651037451,0.9541873191392442,0.0458126808607558,0.2435119869264991,0.2912469720061465,0.2086295597382639,0.1690236776235004,0.0869483091839689,0.5347589589326457,0.1622311311335311,0.1367387799322535,0.655849226355329,0.0451808625788861,0.7010300889342153,0.9668635331065414,0.0331364668934586,0.016346242531511,0.0167902243619476,0.0,0.9206785473719352,0.0793214526280647,0.0733290070408416,0.221837701794869,0.2266540792695623,0.2253174120609573,0.2524582643948115,0.1741277099271037,0.118556039263296,0.5171719126286894,0.1901443381809107,0.943082081784146,0.0569179182158541,0.0340180382939675,0.0228998799218866,0.0,0.1733084079395356,0.1021941203924588,0.0,0.0170748696367738,0.0,0.0005842849792916,0.0274753579713761,0.9485710792775162,0.0514289207224837
2018_19,Q1,Jammu & Kashmir,urban,134095803.0,57586927.0,76508876.0,0.3722494431835424,0.7818940920393269,0.0639168976943276,0.4294461550000935,0.285711268681541,0.3194331294619265,0.056767697643751,0.6230621401327527,0.5629448820258752,5086648.0,21316254.0,1789619.0,0.0883299086266575,0.3701578658642438,0.0310768275584491,0.2753544941298423,0.0103567745516987,0.0065815631828536,0.1622592398444876,0.1622592398444876,0.1622592398444876,0.1622592398444876,0.4406931817950116,0.3873790277614325,0.3790991257014415,0.4023904450859619,0.8925204499972711,0.1074795500027289,0.0800664359117478,0.2284907128314035,0.3100007055420755,0.2779693036928329,0.1034728420219401,0.3085571487431514,0.1364990182580848,0.203284992095515,0.571723457304815,0.088492532341585,0.6602159896464,0.9807318595069328,0.0192681404930671,0.0148076142350849,0.0044605262579821,0.0,0.8422755158499519,0.1577244841500481,0.0689206439263334,0.3443468180084099,0.2863459789946463,0.1854087099645798,0.1149778491060305,0.0562429645417872,0.0864742804481927,0.4901580438849997,0.3671247111250203,0.8523152790795149,0.1476847209204851,0.0866851840824324,0.0603814516893438,0.0006180851487087,0.3324748861838035,0.0883299086266575,0.0,0.0376829796804403,0.0,0.0032486018918842,0.0278282256665649,0.8942690279616261,0.1057309720383738
2018_19,Q1,Himachal Pradesh,rural,570959770.0,155246240.0,415713530.0,0.6772063310169821,0.6280123692528721,0.6955775819949859,0.2719039907137415,0.1142771232375969,0.1091253171830302,0.0640944842751355,0.3627060642118445,0.3395982452493982,13244949.0,13177494.0,2710899.0,0.0853157474216444,0.0848812441447857,0.0174619301568914,0.1127471257738526,0.0015299974637442,0.0127501715225925,0.3466948120611487,0.3397505343768712,0.3466948120611487,0.3443800528330563,0.1909251810976659,0.1629357553024555,0.1676605931012156,0.173840509833779,0.656522283567061,0.3424414852172909,0.0155609114913185,0.271378604724984,0.3466226750483618,0.2145046926740383,0.1519331160612972,0.2869395162163025,0.1210462552909494,0.1554649761565883,0.6948888488378205,0.0285999197146417,0.7234887685524622,0.9437605831870712,0.0562394168129289,0.0,0.055057649061259,0.0011817677516698,0.50429284560452,0.4941086473658916,0.0691409057578664,0.2258301600142771,0.2224777047790578,0.2533722513193159,0.2291789781294825,0.1796859029341672,0.1398834505097777,0.6175252270475777,0.0629054195084773,0.947632392431394,0.0523676075686062,0.0019271852903127,0.0426138355419897,0.0078265867363037,0.0712536548389191,0.0853157474216444,0.0,0.0136275893058666,0.0,0.0,0.0174619301568914,0.9295982919063028,0.070401708093697
2018_19,Q1,Himachal Pradesh,urban,55519716.0,15821700.0,39698016.0,0.4087925089530357,0.9115954037808832,0.2083997094464368,0.2849744404312154,0.3198743487808907,0.2983177723747722,0.0676758865265088,0.4917466976956438,0.3499274744128734,2000369.0,6447215.0,553289.0,0.1264319889771642,0.4074919256464223,0.0349702623611874,0.3092034368475516,0.0106709119333391,0.0104572400910696,0.0668283433512201,0.0668283433512201,0.0668283433512201,0.0668283433512201,0.3466155084425378,0.1215234030839223,0.2915789040943507,0.2532392718736037,0.8342113047270521,0.1657886952729479,0.0703899075320604,0.3072634419815822,0.2132895959346973,0.255911817314195,0.153145237237465,0.3776533495136426,0.1187237781022266,0.2681553815329579,0.5089297610244158,0.1041910793403995,0.6131208403648154,0.9724924628832552,0.0275075371167447,0.0215762528678966,0.0059312842488481,0.0,0.7553583282348417,0.2446416717651582,0.0951909032431242,0.3109779592007822,0.2958649621180061,0.159665183267597,0.1383009921704903,0.1095781965526942,0.1350447085315296,0.3723825644082565,0.3829945305075196,0.9358300928691248,0.0641699071308752,0.0020072539645306,0.0227093212920262,0.0394533318743183,0.4074919256464223,0.1264319889771642,0.0,0.0,0.0,0.0215762528678966,0.0133940094932908,0.9483521749289324,0.0516478250710676
2018_19,Q1,Punjab,rural,913277565.0,380992039.0,532285526.0,0.4545086027597754,0.565609356472669,0.3749864278669114,0.417170040742214,0.150918459274755,0.1435242231095428,0.0480719363778524,0.5564410048767594,0.477670103502433,8113707.0,54677666.0,13542818.0,0.0212962638833511,0.1435139331087178,0.0355461968064902,0.1504662199820927,0.0004522392926623,0.0242512559694817,0.425855515054476,0.4156556300117336,0.425855515054476,0.4224555533735619,0.3410297577770318,0.294856285459094,0.3157347847929271,0.317206942676351,0.8376556734299637,0.1623443265700362,0.1123720120566613,0.2642170588766554,0.2153986004941168,0.2192344995429156,0.1887778290296506,0.3765890709333168,0.1927108219707446,0.2751972095668907,0.512558833283128,0.0195331351792366,0.5320919684623646,0.964932881445326,0.035067118554674,0.0,0.035067118554674,0.0,0.8680877807674974,0.1319122192325026,0.0727228641569337,0.2491388991854721,0.2678496108496476,0.2402664185912881,0.1700222072166583,0.2405616962051303,0.1531913005652534,0.5240401671188782,0.082206836110738,0.9956886917116736,0.0043113082883264,0.002020019233061,0.0022912890552654,0.0,0.1368261844442371,0.0212962638833511,0.0,0.0066877486644806,0.0,0.0187656309532493,0.0167805658532408,0.9184142269039216,0.0815857730960784
2018_19,Q1,Punjab,urban,592772514.0,262287123.0,330485391.0,0.3098029626252205,0.6710931058556009,0.0230678910705617,0.4424751769107837,0.2472966669976199,0.2488898177893585,0.0814198783852518,0.8252495037244592,0.5181611018489295,12627445.0,64562984.0,14898000.0,0.0481435949106811,0.2461538456846011,0.0568003485249254,0.2451156009571658,0.002181066040454,0.0092719498124368,0.3020512562486722,0.3020512562486722,0.3020512562486722,0.3020512562486722,0.8515197363141538,0.6716488203256161,0.6829143379593442,0.7353609648663714,0.8496915344181803,0.1503084655818196,0.1302746189335417,0.2664850001042559,0.209436907811902,0.1839006942022083,0.2099027789480919,0.3967596190377978,0.2361383635291924,0.1479602527036754,0.4966747566940219,0.1192266270731102,0.6159013837671321,0.9745379036392876,0.0254620963607123,0.0197863011368651,0.0056757952238471,0.0,0.7227031527091011,0.2772968472908989,0.1539971671546595,0.3258177878125935,0.2781979400717292,0.1491767695111219,0.0928103354498958,0.1385751450659433,0.2236198967112588,0.4199906766831941,0.2178142815396036,0.9473726933969072,0.0526273066030927,0.030456511162395,0.0157829760166312,0.0063878194240664,0.1751694573278765,0.0481435949106811,0.0,0.0709843883567246,0.0026453605196622,0.00983284642609,0.0443221415791731,0.9413621138047048,0.0586378861952951
2018_19,Q1,Chandigarh,rural,2814252.0,1473140.0,1341112.0,0.3919215478926549,0.7487177050382177,0.0,0.5234570322771379,0.3631480052248341,0.3631480052248341,0.0,0.8597165427971625,0.5021440865992101,303732.0,675509.0,21551.0,0.206179996470125,0.4585504432708364,0.0146292952468876,0.3631480052248341,0.0,0.0,0.2512822949617823,0.2512822949617823,0.2512822949617823,0.2512822949617823,0.6719364229087503,0.5675439486038452,0.46315147429894,0.5675439486038452,0.905102705784922,0.0948972942150779,0.41235999294025,0.3108815183892909,0.0559491969534463,0.009998370826941,0.206179996470125,0.723241511329541,0.0705784922003339,0.3671959216367759,0.4719592163677586,0.0902663697951314,0.5622255861628902,1.0,0.0,0.0,0.0,0.0,0.8087020323433092,0.1912979676566908,0.2132357327352227,0.7154443476756602,0.0107194626548714,0.008404219781793,0.0,0.2849709793067245,0.008404219781793,0.6074720083035571,0.0991527926079253,0.9008472073920748,0.0991527926079253,0.0,0.0,0.0991527926079253,0.0,0.206179996470125,0.0,0.4585504432708364,0.0,0.0,0.0146292952468876,1.0,0.0
2018_19,Q1,Chandigarh,urban,57024234.0,15053527.0,41970707.0,0.1926431138031595,0.6296058060014773,0.035918813566805,0.2639847297203501,0.1315052123277973,0.1182197905543106,0.0231080526219782,0.5468247412144107,0.2408054091528875,68978.0,3382424.0,296238.0,0.0045821819697138,0.2246931234122076,0.0196789762292916,0.1315052123277973,0.0,0.0035273775005903,0.0090826555132229,0.0090826555132229,0.0090826555132229,0.0090826555132229,0.4081222648929883,0.3312589897520668,0.3475791818327006,0.3623201454925853,0.9262317063635652,0.0737682936364348,0.0806615619050605,0.1157823678132041,0.323454696032365,0.1791513045414539,0.3009500697079162,0.1964439297182647,0.0421280673957671,0.0773342353589295,0.3009999583486315,0.5795377388966718,0.8805376972453034,0.7730721843459011,0.2269278156540988,0.053998109546022,0.0,0.1729297061080768,0.7632352726390813,0.2367647273609186,0.0592098436654879,0.2904115482257661,0.2211030660026765,0.2694355375047649,0.1598400046013044,0.071983466945172,0.0137334593863286,0.3393935203426523,0.574889553325847,0.6913446085146957,0.3086553914853042,0.1599328312482322,0.0947138917626524,0.0540086684744195,0.1652451282679467,0.0045821819697138,0.0,0.0594479951442608,0.0,0.0108991069003297,0.0087798693289619,0.8828949503663925,0.1171050496336075
2018_19,Q1,Uttarakhand,rural,347064116.0,117134828.0,229929288.0,0.6643760255525811,0.698727136902442,0.6468762474487374,0.3375019847917668,0.1429500622876264,0.1899499889524735,0.0630780048721602,0.3925707923085889,0.367068855945914,4487354.0,47285971.0,1335535.0,0.0383093062637185,0.4036883974423046,0.011401690025105,0.1426928879043202,0.0002571743833061,0.0061492960568703,0.2842115156390548,0.2664219816842177,0.2842115156390548,0.2782816709874425,0.1939777110952477,0.0939458352082576,0.1497579681975964,0.1458938381670339,0.9129562302341026,0.0870437697658974,0.105042797348027,0.3385955200275702,0.2238492124648016,0.2267323600799584,0.1057801100796425,0.4436383173755973,0.1041470518059752,0.1727743007399985,0.6316215105553405,0.0914571368986856,0.7230786474540263,0.9883001749061346,0.0116998250938653,0.0085306737292515,0.0031691513646137,0.0,0.7748590818930383,0.2251409181069616,0.0839734823168764,0.164488562240057,0.3823927380664963,0.2444986390772453,0.1246465782993248,0.1718505256276877,0.1449940470393663,0.5590737792394678,0.1240816480934782,0.9448497226677794,0.0551502773322205,0.0243759029080279,0.0294564257512074,0.001317948672985,0.3600138295332623,0.0383093062637185,0.0,0.0436745679090423,0.0,0.0063383027292275,0.0050633872958775,0.9379233116641712,0.0620766883358287
2018_19,Q1,Uttarakhand,urban,126766039.0,67441851.0,59324188.0,0.4557090799374113,0.780226820880109,0.0867857474930798,0.5320182876424813,0.2344206006152799,0.2988839936854065,0.0992156030054705,0.6888049566650891,0.5402620334299473,1733124.0,22517786.0,1859078.0,0.0256980491238296,0.3338844599624052,0.0275656431790402,0.2279081544860765,0.0065124461292034,0.0,0.1459615632435711,0.1172289888662753,0.1573846334674296,0.1401917285257586,0.5715907312545095,0.2273150877345341,0.2829049257277655,0.3606035815722697,0.9445246098005228,0.0554753901994771,0.0795225208157468,0.2269522821964065,0.3020034399708276,0.2780012221194818,0.1049670330074422,0.3064748030121534,0.1531252011455023,0.1655717159957546,0.4716616986090728,0.2096413842496701,0.681303082858743,0.9757847986704872,0.0242152013295127,0.0,0.0069249137304965,0.0172902875990162,0.8609687670735586,0.1390312329264414,0.0696214333350841,0.3502650386044896,0.296612420552642,0.1941762270728425,0.0893248804349416,0.0340957553435034,0.0547752798571806,0.4159181411804574,0.4952108236188585,0.8807539852041464,0.1192460147958535,0.0449481247008387,0.0742978900950148,0.0,0.3047510958736882,0.0256980491238296,0.0,0.0291333640887169,0.0,0.0174117996850353,0.0101538434940049,0.8768575789128754,0.1231424210871245
